长度	短句	频率	英文
5	羌活胜湿汤	142	
5	茜草10克	108	
5	气血俱虚也	116	
5	气上冲咽喉	105	
5	气交变大论	142	
5	其汤熨针石	135	
5	其人如狂者	132	
5	七味白术散	125	
5	平人气象论	205	
5	炮裂去皮脐	1786	
5	呕而发热者	143	
5	牛黄清心丸	116	
5	内疏黄连汤	105	
5	目中不了了	114	
5	木香槟榔丸	127	
5	绵裹塞耳中	107	
5	蜜丸梧子大	441	
5	蜜丸桐子大	187	
5	蜜丸如梧子	101	
5	蜜丸弹子大	173	
5	米泔浸一宿	146	
5	每两作十丸	106	
5	每服一钱匕	943	
5	每服一钱半	139	
5	每服一二丸	106	
5	每服一二钱	321	
5	每服一大钱	181	
5	每服一百丸	179	
5	每服五十丸	2330	
5	每服五钱匕	2109	
5	每服五七丸	213	
5	每服四十丸	289	
5	每服四钱匕	292	
5	每服四大钱	207	
5	每服十五丸	675	
5	每服三五丸	158	
5	每服三五钱	104	
5	每服三十丸	3154	
5	每服三钱匕	2687	
5	每服三大钱	106	
5	每服七十丸	691	
5	每服方寸匕	160	
5	每服二十丸	2454	
5	每服二三钱	321	
5	每服二钱匕	1620	
5	每服二大钱	119	
5	每服半钱匕	269	
5	每服八十丸	133	
5	慢火熬成膏	139	
5	脉要精微论	241	
5	脉微欲绝者	179	
5	麦门冬汤方	101	
5	麦冬10克	182	
5	麻黄汤主之	236	
5	龙胆泻肝汤	282	
5	六味地黄丸	482	
5	六味地黄汤	116	
5	苓桂术甘汤	105	
5	灵兰秘典论	115	
5	量虚实加减	105	
5	量大小加减	182	
5	利小便水道	115	
5	类聚方广义	241	
5	空心盐汤下	305	
5	空心温酒下	483	
5	空心食前服	309	
5	空心米饮下	393	
5	空心白汤下	165	
5	渴欲饮水者	110	
5	开窍于二阴	119	
5	咀如麻豆大	201	
5	橘皮竹茹汤	130	
5	酒服方寸匕	1164	
5	九味羌活汤	127	
5	荆防败毒散	159	
5	近之则痛剧	112	
5	金银花一两	113	
5	金匮真言论	159	
5	今处处有之	324	
5	姜竹茹三钱	132	
5	姜枣水煎服	132	
5	见一卷中风	389	
5	煎至一盏半	246	
5	煎至一大盏	165	
5	煎至半茶杯	223	
5	加至三十丸	299	
5	加至二十丸	201	
5	加味逍遥散	486	
5	加味四物汤	179	
5	加味归脾汤	219	
5	加生姜三片	278	
5	加减八味丸	194	
5	加附子一枚	135	
5	急急如律令	220	
5	饥而不欲食	106	
5	藿香正气散	237	
5	或小便不利	278	
5	或寒热往来	128	
5	黄芩芍药汤	102	
5	黄芩10克	343	
5	黄芪15克	178	
5	黄连解毒汤	404	
5	黄连阿胶汤	132	
5	糊丸梧子大	123	
5	汗出恶风者	198	
5	汉东王先生	106	
5	还出别下项	167	
5	桂枝汤主之	184	
5	桂枝附子汤	103	
5	桂枝茯苓丸	115	
5	桂枝10克	343	
5	桂苓甘露饮	107	
5	故小便不利	104	
5	共研极细末	166	
5	更煎一两沸	138	
5	各一钱五分	1126	
5	各一钱二分	267	
5	各一两五钱	371	
5	各七钱五分	120	
5	各二钱五分	285	
5	各等分为末	164	
5	葛根汤主之	180	
5	干姜10克	102	
5	肝开窍于目	162	
5	甘草泻心汤	152	
5	甘草各一钱	158	
5	甘草各五分	144	
5	甘草干姜汤	127	
5	甘草附子汤	139	
5	甘草10克	256	
5	覆取微似汗	120	
5	复与柴胡汤	113	
5	附子汤主之	107	
5	附子理中汤	251	
5	妇人规古方	126	
5	茯苓甘草汤	113	
5	茯苓15克	230	
5	茯苓12克	172	
5	茯苓10克	304	
5	非此不能除	125	
5	防风通圣散	328	
5	方见伤寒门	116	
5	烦躁欲死者	117	
5	烦躁不得眠	117	
5	发汗则谵语	147	
5	二两去芦头	123	
5	独活寄生汤	146	
5	督脉气所发	112	
5	抵当汤主之	132	
5	得之二三日	121	
5	捣细罗为散	2531	
5	捣细罗为末	148	
5	捣罗为细散	362	
5	捣罗为细末	449	
5	捣粗罗为散	1861	
5	党参10克	281	
5	当利其小便	124	
5	当归四逆汤	161	
5	当归芍药散	107	
5	当归拈痛汤	102	
5	当归龙荟丸	117	
5	当归六黄汤	128	
5	当归补血汤	249	
5	当归15克	115	
5	当归12克	103	
5	当归10克	329	
5	但头汗出者	141	
5	丹皮10克	178	
5	丹参10克	121	
5	大枣十二枚	325	
5	大小便秘涩	109	
5	大小便不通	547	
5	大小便不利	368	
5	大便不通者	126	
5	锉如麻豆大	215	
5	锉炒各一两	115	
5	传统药茶方	502	
5	川芎10克	171	
5	出御药院方	380	
5	出永类钤方	291	
5	出医方集成	141	
5	出医方大成	169	
5	出卫生宝鉴	128	
5	出十便良方	318	
5	出圣济总录	3757	
5	出神农本经	298	
5	出经验良方	274	
5	出大全良方	323	
5	出百一选方	339	
5	冲饮至味淡	686	
5	赤芍10克	163	
5	陈皮10克	250	
5	柴胡桂枝汤	150	
5	柴胡12克	105	
5	柴胡10克	296	
5	参苓白术散	221	
5	不能自转侧	135	
5	不可以俯仰	103	
5	不可不知也	215	
5	不可不慎也	114	
5	不可不察也	168	
5	不可不辨也	104	
5	不拘时温服	596	
5	不计时候服	124	
5	补中益气汤	1545	
5	补五劳七伤	119	
5	必蒸蒸而振	124	
5	本草思辨录	146	
5	薄荷汤调下	115	
5	薄荷汤化下	206	
5	半夏泻心汤	202	
5	半夏10克	316	
5	半两去芦头	627	
5	半两炮裂锉	229	
5	半两锉微炒	233	
5	白术10克	218	
5	白芍15克	114	
5	白芍12克	132	
5	白芍10克	311	
5	白芥子三钱	102	
5	白虎汤主之	253	
5	按之牢若痛	121	
5	x治一切风	109	
5	x治伤寒后	143	
5	x熟干地黄	157	
5	x生干地黄	171	
5	x生地黄汁	121	
5	x桑根白皮	101	
5	x羚羊角屑	221	
5	x羚羊角散	115	
5	x诃黎勒皮	105	
5	x9176	103	
5	x7519	104	
5	x7145	128	
5	width	208	
5	rdquo	1449	
5	mdash	113	
5	ldquo	1450	
5	class	1165	
6	足太阳膀胱经	162	
6	煮取一升五合	176	
6	煮取一升二合	277	
6	煮取二升五合	105	
6	治在燔针劫刺	185	
6	炙甘草10克	137	
6	栀子豉汤主之	252	
6	与调胃承气汤	135	
6	用五味异功散	103	
6	用十全大补汤	192	
6	用六味地黄丸	229	
6	用加味逍遥散	282	
6	用加味归脾汤	125	
6	用补中益气汤	632	
6	饮食不为肌肤	143	
6	茵陈蒿汤主之	116	
6	阴阳应象大论	288	
6	以粥饮下五丸	110	
6	以水一斗五升	125	
6	以水一斗二升	569	
6	以酒服方寸匕	180	
6	宜补中益气汤	148	
6	医学入门　明	106	
6	一两炙微赤锉	259	
6	一两锉碎微炒	348	
6	一两半去心焙	161	
6	一分炙微赤锉	250	
6	辛甘发散为阳	117	
6	小青龙汤主之	183	
6	小建中汤主之	138	
6	小承气汤主之	125	
6	小柴胡汤主之	498	
6	现代药理研究	454	
6	五味子10克	168	
6	吴茱萸汤主之	234	
6	温酒或盐汤下	101	
6	胃为水谷之海	308	
6	胃脘当心而痛	114	
6	丸如梧桐子大	2952	
6	汤浸蒸饼为丸	142	
6	汤浸去白瓤焙	166	
6	所谓正化日也	103	
6	随其实而泻之	118	
6	酸苦涌泄为阴	129	
6	四肢沉重疼痛	101	
6	手阳明大肠经	112	
6	时珍曰∶按∶	111	
6	肾开窍于二阴	108	
6	神农本草经读	113	
6	少气不足以息	131	
6	上各等分为末	122	
6	上等分为细末	176	
6	上捣细罗为散	223	
6	上锉如麻豆大	501	
6	三分炙微赤锉	141	
6	入足厥阴肝经	254	
6	入研了药令匀	338	
6	入手太阴肺经	257	
6	入手少阴心经	103	
6	日晡所发潮热	118	
6	热则泻针出气	119	
6	去滓食前温服	271	
6	去滓食后温服	261	
6	去滓空心温服	202	
6	去滓分温二服	193	
6	去爪甲如韭叶	152	
6	去芦头各一两	136	
6	去黑心各一两	103	
6	去黑皮各一两	160	
6	去粗皮各一两	227	
6	去粗皮各半两	123	
6	气之浓者阳也	122	
6	气化则能出矣	235	
6	男子内结七疝	110	
6	目得血而能视	101	
6	默默不欲饮食	130	
6	蜜丸如梧子大	232	
6	蜜和丸如梧子	124	
6	每于食前温服	179	
6	每于食后温服	106	
6	每服一二十丸	131	
6	每服五七十丸	340	
6	每服五六十丸	180	
6	每服四五十丸	122	
6	每服三五十丸	399	
6	每服三四十丸	271	
6	每服七八十丸	211	
6	每服六七十丸	111	
6	每服二三十丸	329	
6	每服抄五钱匕	119	
6	每服不计时候	762	
6	脉阴阳俱紧者	103	
6	六元正纪大论	193	
6	临床应用本品	124	
6	量儿大小加减	626	
6	炼蜜丸梧子大	173	
6	炼蜜丸桐子大	120	
6	類似方劑參考	112	
6	类似方剂参考	223	
6	空心温酒调下	172	
6	空心温酒送下	185	
6	空心米饮调下	123	
6	可与小柴胡汤	120	
6	据晦明轩本改	459	
6	据晦明轩本补	104	
6	酒煮面糊为丸	123	
6	酒糊丸梧子大	133	
6	久服轻身延年	104	
6	久服轻身耐老	143	
6	久服轻身不老	112	
6	解读仲景原文	256	
6	渐加至三十丸	165	
6	煎至一盏去滓	105	
6	煎至五分去滓	103	
6	煎至七分去滓	218	
6	煎至六分去滓	302	
6	煎至八分去滓	122	
6	煎法用法同前	123	
6	急食辛以润之	173	
6	急食酸以收之	177	
6	急食苦以坚之	106	
6	急食甘以缓之	292	
6	趺阳脉浮而涩	111	
6	麸炒微黄去瓤	161	
6	凡六十日有奇	457	
6	二两锉碎微炒	144	
6	恶风不欲去衣	124	
6	大陷胸汤主之	257	
6	大青龙汤主之	128	
6	大承气汤主之	200	
6	崔氏八味丸下	126	
6	此眼初患之时	126	
6	此为热入血室	300	
6	出朱氏集验方	296	
6	出杨氏家藏方	409	
6	出卫生家宝方	274	
6	出王氏博济方	175	
6	出济生拔粹方	123	
6	臣禹锡等谨按	160	
6	柴胡证仍在者	118	
6	不可针灸其经	113	
6	不计时候温服	1611	
6	不恶寒反恶热	120	
6	不大便五六日	107	
6	病因病理分析	188	
6	本草衍义补遗	206	
6	备急千金要方	137	
6	半两炙微赤锉	877	
6	半两锉碎微炒	161	
6	白头翁汤主之	118	
6	白虎加人参汤	186	
6	x治乳石发动	218	
6	middot	283	
6	hellip	129	
7	足阳明脉气所发	184	
7	足太阳脉气所发	181	
7	以粥饮下三十丸	173	
7	以粥饮调下二钱	270	
7	以粥饮调下半钱	124	
7	以温酒下三十丸	263	
7	以温酒下二十丸	126	
7	以温酒调下一钱	217	
7	以温酒调下二钱	383	
7	以热酒调下一钱	104	
7	医学衷中参西录	244	
7	一两细研水飞过	140	
7	一两炮裂去皮脐	556	
7	形寒饮冷则伤肺	110	
7	邪气脏腑病形篇	193	
7	小半夏加茯苓汤	115	
7	先辈之论说治验	110	
7	喜温暖湿润气候	104	
7	通脉四逆汤主之	139	
7	太阳与阳明合病	131	
7	四库全书提要曰	182	
7	三分炮裂去皮脐	104	
7	入生姜半分拍碎	109	
7	去滓温服不拘时	118	
7	去爪甲角如韭叶	161	
7	去粗皮生姜汁炙	243	
7	炮裂去皮脐一两	138	
7	每服五丸至七丸	111	
7	每服三丸至五丸	127	
7	麻黄附子细辛汤	208	
7	炼蜜丸梧桐子大	135	
7	炼蜜丸如梧子大	182	
7	炼蜜丸如桐子大	265	
7	炼蜜丸如弹子大	150	
7	空心用温酒送下	118	
7	焦三仙各10克	145	
7	黄帝问于岐伯曰	261	
7	和丸如梧桐子大	108	
7	桂枝麻黄各半汤	119	
7	更量儿大小加减	158	
7	肺与大肠为表里	104	
7	二阳之病发心脾	129	
7	不可更行桂枝汤	101	
7	不计时候稍热服	178	
7	半两炮裂去皮脐	153	
7	※※※※※※※	364	
8	以上朱字神农本经	183	
8	以上黑字名医所录	237	
8	一两汤洗七遍去滑	109	
8	一两汤浸去白瓤焙	290	
8	一两麸炒微黄去瓤	177	
8	一两捣碎炒令黄燥	112	
8	勿误药室方函口诀	107	
8	神农本草经百种录	111	
8	三分汤浸去白瓤焙	129	
8	三分麸炒微黄去瓤	141	
8	入生姜一枣大拍碎	101	
8	气之薄者阳中之阴	181	
8	炮裂去皮脐各一两	125	
8	每服十丸至十五丸	121	
8	量儿大小以意加减	337	
8	量儿大小加减服之	291	
8	炼蜜丸如梧桐子大	795	
8	炼蜜和丸如绿豆大	159	
8	炼蜜和捣五七百杵	192	
8	炼蜜和捣三五百杵	423	
8	炼蜜和捣三二百杵	870	
8	方解及其应用范围	101	
8	本方证的辨证要点	223	
8	半两汤浸去白瓤焙	120	
8	半两麸炒微黄去瓤	114	
8	白虎加人参汤主之	334	
9	仲景对本方证的论述	222	
9	一两涂醋炙令黄去裙	120	
9	每服十五丸至二十丸	150	
9	每服三十丸至五十丸	128	
9	每服二十丸至三十丸	134	
9	炼蜜为丸如梧桐子大	177	
9	炼蜜和丸如梧桐子大	248	
9	凡六十日八十七刻半	112	
9	刺可入同身寸之三分	113	
10	臣禹锡等谨按药性论云	151	
10	臣禹锡等谨按日华子云	104	
11	用300开水冲泡后饮用	108	
11	用250开水冲泡后饮用	172	
11	臣禹锡等谨按蜀本图经云	137	
13	一两汤浸去皮尖双仁麸炒微黄	151	
